t,Date,Exp_date,Day,Time,ID,Species_ID,Species,Colony,Prec,Tank_n,Treatment,Meas_type,Frg_n,ML,F,Fm,YII,obs,Survived_day,Status,Region,Year
3848850149,2021-12-16,Day0,0,21:02:29,Mdi_B_ST_01,Mdi,Montipora digitata,B,ST,Tank_9,Control,Dark,01,10,0.45,1.131,0.602,1,NA,NA,Indonesia,NA
3848850171,2021-12-16,Day0,0,21:02:51,Mdi_C_VT_01,Mdi,Montipora digitata,C,VT,Tank_9,Control,Dark,01,10,0.468,1.239,0.622,1,NA,NA,Indonesia,NA
3848850201,2021-12-16,Day0,0,21:03:21,Mdi_B_VT_01,Mdi,Montipora digitata,B,VT,Tank_9,Control,Dark,01,10,0.56,1.414,0.604,1,NA,NA,Indonesia,NA
3848850225,2021-12-16,Day0,0,21:03:45,Mdi_A_VT_01,Mdi,Montipora digitata,A,VT,Tank_9,Control,Dark,01,10,0.431,1.138,0.621,1,NA,NA,Indonesia,NA
3848850252,2021-12-16,Day0,0,21:04:12,Mdi_D_VT_01,Mdi,Montipora digitata,D,VT,Tank_9,Control,Dark,01,10,0.408,1.035,0.606,1,NA,NA,Indonesia,NA
3848850274,2021-12-16,Day0,0,21:04:34,Mdi_D_ST_01,Mdi,Montipora digitata,D,ST,Tank_9,Control,Dark,01,10,0.411,1.11,0.63,1,NA,NA,Indonesia,NA
3848850304,2021-12-16,Day0,0,21:05:04,Mdi_A_ST_01,Mdi,Montipora digitata,A,ST,Tank_9,Control,Dark,01,10,0.452,1.21,0.626,1,NA,NA,Indonesia,NA
3849191706,2021-12-20,Day02,2,19:55:06,Mdi_B_VT_02,Mdi,Montipora digitata,B,VT,Tank_10,Heat,Dark,02,10,0.446,1.072,0.584,1,NA,NA,Indonesia,NA
3849191735,2021-12-20,Day02,2,19:55:35,Mdi_A_VT_02,Mdi,Montipora digitata,A,VT,Tank_10,Heat,Dark,02,10,0.34,0.727,0.532,1,NA,NA,Indonesia,NA
3849191764,2021-12-20,Day02,2,19:56:04,Mdi_D_ST_02,Mdi,Montipora digitata,D,ST,Tank_10,Heat,Dark,02,10,0.439,1.168,0.624,1,NA,NA,Indonesia,NA
3849191783,2021-12-20,Day02,2,19:56:23,Mdi_C_VT_02,Mdi,Montipora digitata,C,VT,Tank_10,Heat,Dark,02,10,0.426,0.933,0.543,1,NA,NA,Indonesia,NA
3849191825,2021-12-20,Day02,2,19:57:05,Mdi_B_ST_02,Mdi,Montipora digitata,B,ST,Tank_10,Heat,Dark,02,10,0.41,0.933,0.561,1,NA,NA,Indonesia,NA
3849191849,2021-12-20,Day02,2,19:57:29,Mdi_D_VT_02,Mdi,Montipora digitata,D,VT,Tank_10,Heat,Dark,02,10,0.597,1.606,0.628,1,NA,NA,Indonesia,NA
3849191913,2021-12-20,Day02,2,19:58:33,Mdi_A_ST_02,Mdi,Montipora digitata,A,ST,Tank_10,Heat,Dark,02,10,0.33,0.61,0.459,1,NA,NA,Indonesia,NA
3849191968,2021-12-20,Day02,2,19:59:28,Mdi_B_Control_02,Mdi,Montipora digitata,B,Ambient,Tank_10,Heat,Dark,02,10,0.579,1.319,0.561,1,NA,NA,Indonesia,NA
3849191993,2021-12-20,Day02,2,19:59:53,Mdi_D_Control_02,Mdi,Montipora digitata,D,Ambient,Tank_10,Heat,Dark,02,10,0.598,1.635,0.634,1,NA,NA,Indonesia,NA
3849192017,2021-12-20,Day02,2,20:00:17,Mdi_C_Control_02,Mdi,Montipora digitata,C,Ambient,Tank_10,Heat,Dark,02,10,0.368,0.819,0.551,1,NA,NA,Indonesia,NA
3849192051,2021-12-20,Day02,2,20:00:51,Mdi_A_Control_02,Mdi,Montipora digitata,A,Ambient,Tank_10,Heat,Dark,02,10,0.487,0.514,0.053,1,NA,NA,Indonesia,NA
3849192074,2021-12-20,Day02,2,20:01:14,Mdi_C_ST_02,Mdi,Montipora digitata,C,ST,Tank_10,Heat,Dark,02,10,0.532,1.202,0.557,1,NA,NA,Indonesia,NA
3849192254,2021-12-20,Day02,2,20:04:14,Mdi_D_ST_03,Mdi,Montipora digitata,D,ST,Tank_11,Control,Dark,03,10,0.568,1.608,0.647,1,NA,NA,Indonesia,NA
3849192277,2021-12-20,Day02,2,20:04:37,Mdi_B_ST_03,Mdi,Montipora digitata,B,ST,Tank_11,Control,Dark,03,10,0.469,1.186,0.605,1,NA,NA,Indonesia,NA
3849192299,2021-12-20,Day02,2,20:04:59,Mdi_B_VT_03,Mdi,Montipora digitata,B,VT,Tank_11,Control,Dark,03,10,0.501,1.279,0.608,1,NA,NA,Indonesia,NA
3849192321,2021-12-20,Day02,2,20:05:21,Mdi_A_ST_03,Mdi,Montipora digitata,A,ST,Tank_11,Control,Dark,03,10,0.577,1.573,0.633,1,NA,NA,Indonesia,NA
3849192356,2021-12-20,Day02,2,20:05:56,Mdi_C_ST_03,Mdi,Montipora digitata,C,ST,Tank_11,Control,Dark,03,10,0.513,1.285,0.601,1,NA,NA,Indonesia,NA
3849192382,2021-12-20,Day02,2,20:06:22,Mdi_A_VT_03,Mdi,Montipora digitata,A,VT,Tank_11,Control,Dark,03,10,0.429,1.199,0.642,1,NA,NA,Indonesia,NA
3849192413,2021-12-20,Day02,2,20:06:53,Mdi_C_Control_03,Mdi,Montipora digitata,C,Ambient,Tank_11,Control,Dark,03,10,0.59,1.578,0.626,1,NA,NA,Indonesia,NA
3849192437,2021-12-20,Day02,2,20:07:17,Mdi_A_Control_03,Mdi,Montipora digitata,A,Ambient,Tank_11,Control,Dark,03,10,0.619,1.683,0.632,1,NA,NA,Indonesia,NA
3849192467,2021-12-20,Day02,2,20:07:47,Mdi_D_Control_03,Mdi,Montipora digitata,D,Ambient,Tank_11,Control,Dark,03,10,0.509,1.398,0.636,1,NA,NA,Indonesia,NA
3849192501,2021-12-20,Day02,2,20:08:21,Mdi_B_Control_03,Mdi,Montipora digitata,B,Ambient,Tank_11,Control,Dark,03,10,0.517,1.298,0.602,1,NA,NA,Indonesia,NA
3849192530,2021-12-20,Day02,2,20:08:50,Mdi_D_VT_03,Mdi,Montipora digitata,D,VT,Tank_11,Control,Dark,03,10,0.547,1.478,0.63,1,NA,NA,Indonesia,NA
3849192553,2021-12-20,Day02,2,20:09:13,Mdi_C_VT_03,Mdi,Montipora digitata,C,VT,Tank_11,Control,Dark,03,10,0.448,1.24,0.639,1,NA,NA,Indonesia,NA
3849192726,2021-12-20,Day02,2,20:12:06,Mdi_C_VT_04,Mdi,Montipora digitata,C,VT,Tank_12,Heat,Dark,04,10,0.369,0.712,0.482,1,NA,NA,Indonesia,NA
3849192757,2021-12-20,Day02,2,20:12:37,Mdi_A_VT_04,Mdi,Montipora digitata,A,VT,Tank_12,Heat,Dark,04,10,0.345,0.759,0.545,1,NA,NA,Indonesia,NA
3849192805,2021-12-20,Day02,2,20:13:25,Mdi_B_VT_04,Mdi,Montipora digitata,B,VT,Tank_12,Heat,Dark,04,10,0.466,1.12,0.584,1,NA,NA,Indonesia,NA
3849192841,2021-12-20,Day02,2,20:14:01,Mdi_D_ST_04,Mdi,Montipora digitata,D,ST,Tank_12,Heat,Dark,04,10,0.415,1.111,0.626,1,NA,NA,Indonesia,NA
3849192878,2021-12-20,Day02,2,20:14:38,Mdi_C_ST_04,Mdi,Montipora digitata,C,ST,Tank_12,Heat,Dark,04,10,0.344,0.758,0.546,1,NA,NA,Indonesia,NA
3849192899,2021-12-20,Day02,2,20:14:59,Mdi_A_ST_04,Mdi,Montipora digitata,A,ST,Tank_12,Heat,Dark,04,10,0.332,0.791,0.58,1,NA,NA,Indonesia,NA
3849192925,2021-12-20,Day02,2,20:15:25,Mdi_B_ST_04,Mdi,Montipora digitata,B,ST,Tank_12,Heat,Dark,04,10,0.441,0.989,0.554,1,NA,NA,Indonesia,NA
3849192961,2021-12-20,Day02,2,20:16:01,Mdi_A_Control_04,Mdi,Montipora digitata,A,Ambient,Tank_12,Heat,Dark,04,10,0,0,0,1,NA,NA,Indonesia,NA
3849192995,2021-12-20,Day02,2,20:16:35,Mdi_C_Control_04,Mdi,Montipora digitata,C,Ambient,Tank_12,Heat,Dark,04,10,0.397,0.798,0.503,1,NA,NA,Indonesia,NA
3849193019,2021-12-20,Day02,2,20:16:59,Mdi_D_VT_04,Mdi,Montipora digitata,D,VT,Tank_12,Heat,Dark,04,10,0.603,1.603,0.624,1,NA,NA,Indonesia,NA
3849193041,2021-12-20,Day02,2,20:17:21,Mdi_B_Control_04,Mdi,Montipora digitata,B,Ambient,Tank_12,Heat,Dark,04,10,0.406,0.896,0.547,1,NA,NA,Indonesia,NA
3849193077,2021-12-20,Day02,2,20:17:57,Mdi_D_Control_04,Mdi,Montipora digitata,D,Ambient,Tank_12,Heat,Dark,04,10,0.475,1.3,0.635,1,NA,NA,Indonesia,NA
3849191286,2021-12-20,Day02,2,19:48:06,Mdi_B_ST_01,Mdi,Montipora digitata,B,ST,Tank_9,Control,Dark,01,10,0.461,1.191,0.613,1,NA,NA,Indonesia,NA
3849191310,2021-12-20,Day02,2,19:48:30,Mdi_C_VT_01,Mdi,Montipora digitata,C,VT,Tank_9,Control,Dark,01,10,0.57,1.531,0.628,1,NA,NA,Indonesia,NA
3849191338,2021-12-20,Day02,2,19:48:58,Mdi_B_VT_01,Mdi,Montipora digitata,B,VT,Tank_9,Control,Dark,01,10,0.507,1.315,0.614,1,NA,NA,Indonesia,NA
3849191365,2021-12-20,Day02,2,19:49:25,Mdi_A_VT_01,Mdi,Montipora digitata,A,VT,Tank_9,Control,Dark,01,10,0.503,1.37,0.633,1,NA,NA,Indonesia,NA
3849191387,2021-12-20,Day02,2,19:49:47,Mdi_D_VT_01,Mdi,Montipora digitata,D,VT,Tank_9,Control,Dark,01,10,0.531,1.404,0.622,1,NA,NA,Indonesia,NA
3849191423,2021-12-20,Day02,2,19:50:23,Mdi_D_ST_01,Mdi,Montipora digitata,D,ST,Tank_9,Control,Dark,01,10,0.53,1.439,0.632,1,NA,NA,Indonesia,NA
3849191451,2021-12-20,Day02,2,19:50:51,Mdi_A_ST_01,Mdi,Montipora digitata,A,ST,Tank_9,Control,Dark,01,10,0.341,0.923,0.631,1,NA,NA,Indonesia,NA
3849191479,2021-12-20,Day02,2,19:51:19,Mdi_D_Control_01,Mdi,Montipora digitata,D,Ambient,Tank_9,Control,Dark,01,10,0.571,1.608,0.645,1,NA,NA,Indonesia,NA
3849191506,2021-12-20,Day02,2,19:51:46,Mdi_C_Control_01,Mdi,Montipora digitata,C,Ambient,Tank_9,Control,Dark,01,10,0.527,1.477,0.643,1,NA,NA,Indonesia,NA
3849191536,2021-12-20,Day02,2,19:52:16,Mdi_B_Control_01,Mdi,Montipora digitata,B,Ambient,Tank_9,Control,Dark,01,10,0.605,1.576,0.616,1,NA,NA,Indonesia,NA
3849191559,2021-12-20,Day02,2,19:52:39,Mdi_C_ST_01,Mdi,Montipora digitata,C,ST,Tank_9,Control,Dark,01,10,0.511,1.391,0.633,1,NA,NA,Indonesia,NA
3849191581,2021-12-20,Day02,2,19:53:01,Mdi_A_Control_01,Mdi,Montipora digitata,A,Ambient,Tank_9,Control,Dark,01,10,0.596,1.754,0.66,1,NA,NA,Indonesia,NA
3851957347,2022-01-21,Day30,30,20:09:07,Mdi_D_Control_04,Mdi,Montipora digitata,D,Ambient,Tank_C3,Heat,Dark,04,15,0.689,2.052,0.664,1,30,1,Indonesia,NA
3851957453,2022-01-21,Day30,30,20:10:53,Mdi_B_Control_04,Mdi,Montipora digitata,B,Ambient,Tank_C3,Heat,Dark,04,15,0.773,2.123,0.636,1,30,1,Indonesia,NA
3851957524,2022-01-21,Day30,30,20:12:04,Mdi_D_VT_04,Mdi,Montipora digitata,D,VT,Tank_C3,Heat,Dark,04,15,0.801,2.35,0.659,1,30,1,Indonesia,NA
3851957563,2022-01-21,Day30,30,20:12:43,Mdi_C_Control_04,Mdi,Montipora digitata,C,Ambient,Tank_C3,Heat,Dark,04,15,0.592,1.611,0.633,1,30,1,Indonesia,NA
3851957622,2022-01-21,Day30,30,20:13:42,Mdi_A_Control_04,Mdi,Montipora digitata,A,Ambient,Tank_C3,Heat,Dark,04,15,0.333,0.876,0,1,10,2,Indonesia,NA
3851957675,2022-01-21,Day30,30,20:14:35,Mdi_B_ST_04,Mdi,Montipora digitata,B,ST,Tank_C3,Heat,Dark,04,15,0.888,2.477,0.642,1,30,1,Indonesia,NA
3851957719,2022-01-21,Day30,30,20:15:19,Mdi_A_ST_04,Mdi,Montipora digitata,A,ST,Tank_C3,Heat,Dark,04,15,0.435,1.236,0.648,1,30,1,Indonesia,NA
3851957762,2022-01-21,Day30,30,20:16:02,Mdi_C_ST_04,Mdi,Montipora digitata,C,ST,Tank_C3,Heat,Dark,04,15,0.629,1.692,0.628,1,30,1,Indonesia,NA
3851957820,2022-01-21,Day30,30,20:17:00,Mdi_D_ST_04,Mdi,Montipora digitata,D,ST,Tank_C3,Heat,Dark,04,15,0.911,2.6,0.65,1,30,1,Indonesia,NA
3851957871,2022-01-21,Day30,30,20:17:51,Mdi_A_VT_04,Mdi,Montipora digitata,A,VT,Tank_C3,Heat,Dark,04,15,0.799,2.272,0.648,1,30,1,Indonesia,NA
3851957923,2022-01-21,Day30,30,20:18:43,Mdi_B_VT_04,Mdi,Montipora digitata,B,VT,Tank_C3,Heat,Dark,04,15,0.821,2.298,0.643,1,30,1,Indonesia,NA
3851957968,2022-01-21,Day30,30,20:19:28,Mdi_C_VT_04,Mdi,Montipora digitata,C,VT,Tank_C3,Heat,Dark,04,15,0.731,2.135,0.658,1,30,1,Indonesia,NA
3849364646,2021-12-22,Day03,3,19:57:26,Mdi_B_VT_02,Mdi,Montipora digitata,B,VT,Tank_10,Heat,Dark,02,10,0.395,0.965,0.591,1,NA,NA,Indonesia,NA
3849364710,2021-12-22,Day03,3,19:58:30,Mdi_A_VT_02,Mdi,Montipora digitata,A,VT,Tank_10,Heat,Dark,02,10,0.407,1.032,0.606,1,NA,NA,Indonesia,NA
3849364749,2021-12-22,Day03,3,19:59:09,Mdi_D_ST_02,Mdi,Montipora digitata,D,ST,Tank_10,Heat,Dark,02,10,0.502,1.383,0.637,1,NA,NA,Indonesia,NA
3849364807,2021-12-22,Day03,3,20:00:07,Mdi_C_VT_02,Mdi,Montipora digitata,C,VT,Tank_10,Heat,Dark,02,10,0.583,1.279,0.544,1,NA,NA,Indonesia,NA
3849364850,2021-12-22,Day03,3,20:00:50,Mdi_B_ST_02,Mdi,Montipora digitata,B,ST,Tank_10,Heat,Dark,02,10,0.361,0.782,0.538,1,NA,NA,Indonesia,NA
3849364902,2021-12-22,Day03,3,20:01:42,Mdi_D_VT_02,Mdi,Montipora digitata,D,VT,Tank_10,Heat,Dark,02,10,0.61,1.64,0.628,1,NA,NA,Indonesia,NA
3849364952,2021-12-22,Day03,3,20:02:32,Mdi_A_ST_02,Mdi,Montipora digitata,A,ST,Tank_10,Heat,Dark,02,10,0.429,1.104,0.611,1,NA,NA,Indonesia,NA
3849365000,2021-12-22,Day03,3,20:03:20,Mdi_B_Control_02,Mdi,Montipora digitata,B,Ambient,Tank_10,Heat,Dark,02,10,0.569,1.314,0.567,1,NA,NA,Indonesia,NA
3849365045,2021-12-22,Day03,3,20:04:05,Mdi_D_Control_02,Mdi,Montipora digitata,D,Ambient,Tank_10,Heat,Dark,02,10,0.545,1.483,0.633,1,NA,NA,Indonesia,NA
3849365218,2021-12-22,Day03,3,20:06:58,Mdi_A_Control_02,Mdi,Montipora digitata,A,Ambient,Tank_10,Heat,Dark,02,10,0,0,0,1,NA,NA,Indonesia,NA
3849365250,2021-12-22,Day03,3,20:07:30,Mdi_C_ST_02,Mdi,Montipora digitata,C,ST,Tank_10,Heat,Dark,02,10,0.575,1.193,0.518,1,NA,NA,Indonesia,NA
3849365460,2021-12-22,Day03,3,20:11:00,Mdi_C_Control_02,Mdi,Montipora digitata,C,Ambient,Tank_10,Heat,Dark,02,10,0.402,0.82,0.51,1,NA,NA,Indonesia,NA
3849365662,2021-12-22,Day03,3,20:14:22,Mdi_D_ST_03,Mdi,Montipora digitata,D,ST,Tank_11,Control,Dark,03,10,0.494,1.332,0.629,1,NA,NA,Indonesia,NA
3849365700,2021-12-22,Day03,3,20:15:00,Mdi_B_ST_03,Mdi,Montipora digitata,B,ST,Tank_11,Control,Dark,03,10,0.528,1.39,0.62,1,NA,NA,Indonesia,NA
3849365732,2021-12-22,Day03,3,20:15:32,Mdi_B_VT_03,Mdi,Montipora digitata,B,VT,Tank_11,Control,Dark,03,10,0.507,1.259,0.597,1,NA,NA,Indonesia,NA
3849365767,2021-12-22,Day03,3,20:16:07,Mdi_A_ST_03,Mdi,Montipora digitata,A,ST,Tank_11,Control,Dark,03,10,0.521,1.435,0.637,1,NA,NA,Indonesia,NA
3849365797,2021-12-22,Day03,3,20:16:37,Mdi_C_ST_03,Mdi,Montipora digitata,C,ST,Tank_11,Control,Dark,03,10,0.498,1.263,0.606,1,NA,NA,Indonesia,NA
3849365831,2021-12-22,Day03,3,20:17:11,Mdi_A_VT_03,Mdi,Montipora digitata,A,VT,Tank_11,Control,Dark,03,10,0.578,1.621,0.643,1,NA,NA,Indonesia,NA
3849365866,2021-12-22,Day03,3,20:17:46,Mdi_C_Control_03,Mdi,Montipora digitata,C,Ambient,Tank_11,Control,Dark,03,10,0.612,1.613,0.621,1,NA,NA,Indonesia,NA
3849365911,2021-12-22,Day03,3,20:18:31,Mdi_A_Control_03,Mdi,Montipora digitata,A,Ambient,Tank_11,Control,Dark,03,10,0.579,1.579,0.633,1,NA,NA,Indonesia,NA
3849366019,2021-12-22,Day03,3,20:20:19,Mdi_D_Control_03,Mdi,Montipora digitata,D,Ambient,Tank_11,Control,Dark,03,10,0.627,1.793,0.65,1,NA,NA,Indonesia,NA
3849366095,2021-12-22,Day03,3,20:21:35,Mdi_B_Control_03,Mdi,Montipora digitata,B,Ambient,Tank_11,Control,Dark,03,10,0.742,1.894,0.608,1,NA,NA,Indonesia,NA
3849366142,2021-12-22,Day03,3,20:22:22,Mdi_D_VT_03,Mdi,Montipora digitata,D,VT,Tank_11,Control,Dark,03,10,0.573,1.55,0.63,1,NA,NA,Indonesia,NA
3849366178,2021-12-22,Day03,3,20:22:58,Mdi_C_VT_03,Mdi,Montipora digitata,C,VT,Tank_11,Control,Dark,03,10,0.41,1.122,0.635,1,NA,NA,Indonesia,NA
3849366334,2021-12-22,Day03,3,20:25:34,Mdi_C_VT_04,Mdi,Montipora digitata,C,VT,Tank_12,Heat,Dark,04,10,0.402,0.793,0.493,1,NA,NA,Indonesia,NA
3849366373,2021-12-22,Day03,3,20:26:13,Mdi_B_VT_04,Mdi,Montipora digitata,B,VT,Tank_12,Heat,Dark,04,10,0.443,1.087,0.592,1,NA,NA,Indonesia,NA
3849366401,2021-12-22,Day03,3,20:26:41,Mdi_A_VT_04,Mdi,Montipora digitata,A,VT,Tank_12,Heat,Dark,04,10,0.42,0.933,0.55,1,NA,NA,Indonesia,NA
3849366437,2021-12-22,Day03,3,20:27:17,Mdi_D_ST_04,Mdi,Montipora digitata,D,ST,Tank_12,Heat,Dark,04,10,0.498,1.321,0.623,1,NA,NA,Indonesia,NA
3849366463,2021-12-22,Day03,3,20:27:43,Mdi_C_ST_04,Mdi,Montipora digitata,C,ST,Tank_12,Heat,Dark,04,10,0.39,0.827,0.528,1,NA,NA,Indonesia,NA
3849366487,2021-12-22,Day03,3,20:28:07,Mdi_A_ST_04,Mdi,Montipora digitata,A,ST,Tank_12,Heat,Dark,04,10,0.403,1.05,0.616,1,NA,NA,Indonesia,NA
3849366516,2021-12-22,Day03,3,20:28:36,Mdi_B_ST_04,Mdi,Montipora digitata,B,ST,Tank_12,Heat,Dark,04,10,0.39,0.891,0.562,1,NA,NA,Indonesia,NA
3849366567,2021-12-22,Day03,3,20:29:27,Mdi_A_Control_04,Mdi,Montipora digitata,A,Ambient,Tank_12,Heat,Dark,04,10,0,0,0,1,NA,NA,Indonesia,NA
3849366609,2021-12-22,Day03,3,20:30:09,Mdi_C_Control_04,Mdi,Montipora digitata,C,Ambient,Tank_12,Heat,Dark,04,10,0.354,0.676,0.476,1,NA,NA,Indonesia,NA
3849366637,2021-12-22,Day03,3,20:30:37,Mdi_D_VT_04,Mdi,Montipora digitata,D,VT,Tank_12,Heat,Dark,04,10,0.586,1.602,0.634,1,NA,NA,Indonesia,NA
3849366682,2021-12-22,Day03,3,20:31:22,Mdi_B_Control_04,Mdi,Montipora digitata,B,Ambient,Tank_12,Heat,Dark,04,10,0.402,0.883,0.545,1,NA,NA,Indonesia,NA
3849366723,2021-12-22,Day03,3,20:32:03,Mdi_D_Control_04,Mdi,Montipora digitata,D,Ambient,Tank_12,Heat,Dark,04,10,0.642,1.784,0.64,1,NA,NA,Indonesia,NA
3849363959,2021-12-22,Day03,3,19:45:59,Mdi_B_ST_01,Mdi,Montipora digitata,B,ST,Tank_9,Control,Dark,01,10,0.549,1.461,0.624,1,NA,NA,Indonesia,NA
3849364014,2021-12-22,Day03,3,19:46:54,Mdi_C_VT_01,Mdi,Montipora digitata,C,VT,Tank_9,Control,Dark,01,10,0.413,1.148,0.64,1,NA,NA,Indonesia,NA
3849364051,2021-12-22,Day03,3,19:47:31,Mdi_B_VT_01,Mdi,Montipora digitata,B,VT,Tank_9,Control,Dark,01,10,0.629,1.667,0.623,1,NA,NA,Indonesia,NA
3849364141,2021-12-22,Day03,3,19:49:01,Mdi_A_VT_01,Mdi,Montipora digitata,A,VT,Tank_9,Control,Dark,01,10,0.512,1.426,0.641,1,NA,NA,Indonesia,NA
3849364182,2021-12-22,Day03,3,19:49:42,Mdi_D_VT_01,Mdi,Montipora digitata,D,VT,Tank_9,Control,Dark,01,10,0.483,1.301,0.629,1,NA,NA,Indonesia,NA
3849364229,2021-12-22,Day03,3,19:50:29,Mdi_D_ST_01,Mdi,Montipora digitata,D,ST,Tank_9,Control,Dark,01,10,0.502,1.393,0.64,1,NA,NA,Indonesia,NA
3849364280,2021-12-22,Day03,3,19:51:20,Mdi_D_Control_01,Mdi,Montipora digitata,D,Ambient,Tank_9,Control,Dark,01,10,0.538,1.552,0.653,1,NA,NA,Indonesia,NA
3849364323,2021-12-22,Day03,3,19:52:03,Mdi_A_ST_01,Mdi,Montipora digitata,A,ST,Tank_9,Control,Dark,01,10,0.516,1.448,0.644,1,NA,NA,Indonesia,NA
3849364372,2021-12-22,Day03,3,19:52:52,Mdi_C_Control_01,Mdi,Montipora digitata,C,Ambient,Tank_9,Control,Dark,01,10,0.5,1.39,0.64,1,NA,NA,Indonesia,NA
3849364416,2021-12-22,Day03,3,19:53:36,Mdi_B_Control_01,Mdi,Montipora digitata,B,Ambient,Tank_9,Control,Dark,01,10,0.826,2.126,0.611,1,NA,NA,Indonesia,NA
3849364477,2021-12-22,Day03,3,19:54:37,Mdi_C_ST_01,Mdi,Montipora digitata,C,ST,Tank_9,Control,Dark,01,10,0.579,1.569,0.631,1,NA,NA,Indonesia,NA
3849364504,2021-12-22,Day03,3,19:55:04,Mdi_A_Control_01,Mdi,Montipora digitata,A,Ambient,Tank_9,Control,Dark,01,10,0.528,1.532,0.655,1,NA,NA,Indonesia,NA
3851262428,2022-01-13,Day15,15,19:07:08,Mdi_D_ST_03,Mdi,Montipora digitata,D,ST,Tank_C6,Control,Dark,03,15,0.762,2.169,0.649,1,30,1,Indonesia,NA
3851262498,2022-01-13,Day15,15,19:08:18,Mdi_B_ST_03,Mdi,Montipora digitata,B,ST,Tank_C6,Control,Dark,03,15,0.824,2.193,0.624,1,30,1,Indonesia,NA
3851262545,2022-01-13,Day15,15,19:09:05,Mdi_B_VT_03,Mdi,Montipora digitata,B,VT,Tank_C6,Control,Dark,03,15,0.874,2.239,0.61,1,30,1,Indonesia,NA
3851262589,2022-01-13,Day15,15,19:09:49,Mdi_A_ST_03,Mdi,Montipora digitata,A,ST,Tank_C6,Control,Dark,03,15,0.726,1.9,0.618,1,30,1,Indonesia,NA
3851262629,2022-01-13,Day15,15,19:10:29,Mdi_C_ST_03,Mdi,Montipora digitata,C,ST,Tank_C6,Control,Dark,03,15,0.925,2.442,0.621,1,30,1,Indonesia,NA
3851262685,2022-01-13,Day15,15,19:11:25,Mdi_A_VT_03,Mdi,Montipora digitata,A,VT,Tank_C6,Control,Dark,03,15,0.982,2.568,0.618,1,30,1,Indonesia,NA
3851262725,2022-01-13,Day15,15,19:12:05,Mdi_C_Control_03,Mdi,Montipora digitata,C,Ambient,Tank_C6,Control,Dark,03,15,0.878,2.474,0.645,1,30,1,Indonesia,NA
3851262769,2022-01-13,Day15,15,19:12:49,Mdi_A_Control_03,Mdi,Montipora digitata,A,Ambient,Tank_C6,Control,Dark,03,15,0.849,2.294,0.63,1,30,1,Indonesia,NA
3851262822,2022-01-13,Day15,15,19:13:42,Mdi_D_Control_03,Mdi,Montipora digitata,D,Ambient,Tank_C6,Control,Dark,03,15,0.691,2.023,0.658,1,30,1,Indonesia,NA
3851262871,2022-01-13,Day15,15,19:14:31,Mdi_B_Control_03,Mdi,Montipora digitata,B,Ambient,Tank_C6,Control,Dark,03,15,1.041,2.631,0.604,1,30,1,Indonesia,NA
3851262911,2022-01-13,Day15,15,19:15:11,Mdi_D_VT_03,Mdi,Montipora digitata,D,VT,Tank_C6,Control,Dark,03,15,0.871,2.491,0.65,1,30,1,Indonesia,NA
3851262944,2022-01-13,Day15,15,19:15:44,Mdi_C_VT_03,Mdi,Montipora digitata,C,VT,Tank_C6,Control,Dark,03,15,0.892,2.6,0.657,1,30,1,Indonesia,NA
3851263001,2022-01-13,Day15,15,19:16:41,Mdi_C_VT_04,Mdi,Montipora digitata,C,VT,Tank_C6,Heat,Dark,04,15,0.709,1.858,0.618,1,30,1,Indonesia,NA
3851263055,2022-01-13,Day15,15,19:17:35,Mdi_B_VT_04,Mdi,Montipora digitata,B,VT,Tank_C6,Heat,Dark,04,15,0.639,1.722,0.629,1,30,1,Indonesia,NA
3851263180,2022-01-13,Day15,15,19:19:40,Mdi_A_VT_04,Mdi,Montipora digitata,A,VT,Tank_C6,Heat,Dark,04,15,0.726,1.939,0.626,1,30,1,Indonesia,NA
3851263258,2022-01-13,Day15,15,19:20:58,Mdi_D_ST_04,Mdi,Montipora digitata,D,ST,Tank_C6,Heat,Dark,04,15,0.827,2.327,0.645,1,30,1,Indonesia,NA
3851263306,2022-01-13,Day15,15,19:21:46,Mdi_C_ST_04,Mdi,Montipora digitata,C,ST,Tank_C6,Heat,Dark,04,15,0.537,1.486,0.639,1,30,1,Indonesia,NA
3851263355,2022-01-13,Day15,15,19:22:35,Mdi_A_ST_04,Mdi,Montipora digitata,A,ST,Tank_C6,Heat,Dark,04,15,0.772,1.925,0.599,1,30,1,Indonesia,NA
3851263412,2022-01-13,Day15,15,19:23:32,Mdi_B_ST_04,Mdi,Montipora digitata,B,ST,Tank_C6,Heat,Dark,04,15,0.76,2.075,0.634,1,30,1,Indonesia,NA
3851263483,2022-01-13,Day15,15,19:24:43,Mdi_A_Control_04,Mdi,Montipora digitata,A,Ambient,Tank_C6,Heat,Dark,04,15,0.397,0.989,0,1,10,2,Indonesia,NA
3851263533,2022-01-13,Day15,15,19:25:33,Mdi_C_Control_04,Mdi,Montipora digitata,C,Ambient,Tank_C6,Heat,Dark,04,15,0.82,2.179,0.624,1,30,1,Indonesia,NA
3851263570,2022-01-13,Day15,15,19:26:10,Mdi_D_VT_04,Mdi,Montipora digitata,D,VT,Tank_C6,Heat,Dark,04,15,0.667,1.907,0.65,1,30,1,Indonesia,NA
3851263618,2022-01-13,Day15,15,19:26:58,Mdi_B_Control_04,Mdi,Montipora digitata,B,Ambient,Tank_C6,Heat,Dark,04,15,0.597,1.65,0.638,1,30,1,Indonesia,NA
