Species;Species_ID;Colony;Prec;Frg_n;Treatment;Day;Tank_n;Region;F;Fm;YII;obs;Survived_day;Status
Porites rus;Pru;A;VT;3;Control;30;Tank_C6;Indo-Pacific;0,743;1,989;0,626;3;30;1
Porites rus;Pru;C;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,731;1,806;0,595;1;30;1
Porites rus;Pru;C;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,688;1,714;0,599;2;30;1
Porites rus;Pru;C;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,759;1,853;0,590;3;30;1
Porites rus;Pru;C;ST;3;Control;30;Tank_C6;Indo-Pacific;0,720;1,834;0,607;1;30;1
Porites rus;Pru;C;ST;3;Control;30;Tank_C6;Indo-Pacific;0,618;1,443;0,572;2;30;1
Porites rus;Pru;C;ST;3;Control;30;Tank_C6;Indo-Pacific;0,671;1,633;0,589;3;30;1
Porites rus;Pru;C;VT;3;Control;30;Tank_C6;Indo-Pacific;0,771;1,808;0,574;1;30;1
Porites rus;Pru;C;VT;3;Control;30;Tank_C6;Indo-Pacific;0,792;1,988;0,602;2;30;1
Porites rus;Pru;C;VT;3;Control;30;Tank_C6;Indo-Pacific;0,532;1,314;0,595;3;30;1
Porites rus;Pru;D;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,760;1,930;0,606;1;30;1
Porites rus;Pru;D;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,789;2,080;0,621;2;30;1
Porites rus;Pru;D;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,598;1,405;0,574;3;30;1
Porites rus;Pru;D;ST;3;Control;30;Tank_C6;Indo-Pacific;0,759;1,890;0,598;1;30;1
Porites rus;Pru;D;ST;3;Control;30;Tank_C6;Indo-Pacific;0,719;1,721;0,582;2;30;1
Porites rus;Pru;D;ST;3;Control;30;Tank_C6;Indo-Pacific;0,836;2,144;0,610;3;30;1
Porites rus;Pru;D;VT;3;Control;30;Tank_C6;Indo-Pacific;0,795;2,156;0,631;1;30;1
Porites rus;Pru;D;VT;3;Control;30;Tank_C6;Indo-Pacific;0,879;2,328;0,622;2;30;1
Porites rus;Pru;D;VT;3;Control;30;Tank_C6;Indo-Pacific;0,825;2,049;0,597;3;30;1
Porites rus;Pru;E;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,698;1,845;0,622;1;30;1
Porites rus;Pru;E;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,691;1,671;0,586;2;30;1
Porites rus;Pru;E;Ambient;3;Control;30;Tank_C6;Indo-Pacific;0,647;1,449;0,553;3;30;1
Porites rus;Pru;E;ST;3;Control;30;Tank_C6;Indo-Pacific;0,352;0,717;0,509;1;30;1
Porites rus;Pru;E;ST;3;Control;30;Tank_C6;Indo-Pacific;0,701;1,711;0,590;2;30;1
Porites rus;Pru;E;ST;3;Control;30;Tank_C6;Indo-Pacific;0,746;1,821;0,590;3;30;1
Porites rus;Pru;E;VT;3;Control;30;Tank_C6;Indo-Pacific;0,375;0,852;0,560;1;30;1
Porites rus;Pru;E;VT;3;Control;30;Tank_C6;Indo-Pacific;0,523;1,181;0,557;2;30;1
Porites rus;Pru;E;VT;3;Control;30;Tank_C6;Indo-Pacific;0,622;1,473;0,578;3;30;1
Porites rus;Pru;C;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,723;1,828;0,604;1;30;1
Porites rus;Pru;C;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,888;2,339;0,620;2;30;1
Porites rus;Pru;C;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,771;1,970;0,609;3;30;1
Porites rus;Pru;C;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,623;1,378;0,548;1;30;1
Porites rus;Pru;C;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,649;1,493;0,565;2;30;1
Porites rus;Pru;C;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,697;1,851;0,623;3;30;1
Porites rus;Pru;C;Ambient;4;Heat;30;Tank_C6;Indo-Pacific;0,654;1,561;0,581;1;30;1
Porites rus;Pru;C;Ambient;4;Heat;30;Tank_C6;Indo-Pacific;1,759;3,168;0,445;2;30;1
Porites rus;Pru;C;Ambient;4;Heat;30;Tank_C6;Indo-Pacific;1,191;2,146;0,445;3;30;1
Porites rus;Pru;D;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,552;1,181;0,533;1;30;1
Porites rus;Pru;D;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,438;1,071;0,591;2;30;1
Porites rus;Pru;D;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,703;1,535;0,542;3;30;1
Porites rus;Pru;A;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,636;1,305;0,513;1;30;1
Porites rus;Pru;D;ST;4;Heat;30;Tank_C6;Indo-Pacific;1,205;2,222;0,458;1;30;1
Porites rus;Pru;D;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,693;1,796;0,614;2;30;1
Porites rus;Pru;D;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,947;2,110;0,551;3;30;1
Porites rus;Pru;E;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,958;2,071;0,537;1;30;1
Porites rus;Pru;E;ST;4;Heat;30;Tank_C6;Indo-Pacific;0,931;1,964;0,526;2;30;1
Porites rus;Pru;E;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,843;1,797;0,531;1;30;1
Porites rus;Pru;M;VT;3;Control;30;Tank_C6;Red Sea;0,563;1,031;0,454;1;30;1
Porites rus;Pru;M;VT;3;Control;30;Tank_C6;Red Sea;0,567;1,120;0,494;2;30;1
Porites rus;Pru;M;VT;3;Control;30;Tank_C6;Red Sea;0,555;1,080;0,486;3;30;1
Porites rus;Pru;M;ST;3;Control;30;Tank_C6;Red Sea;0,818;1,693;0,517;1;30;1
Porites rus;Pru;M;ST;3;Control;30;Tank_C6;Red Sea;0,897;1,872;0,521;2;30;1
Porites rus;Pru;M;ST;3;Control;30;Tank_C6;Red Sea;0,654;1,310;0,501;3;30;1
Porites rus;Pru;M;Ambient;3;Control;30;Tank_C6;Red Sea;0,449;0,960;0,532;1;30;1
Porites rus;Pru;M;Ambient;3;Control;30;Tank_C6;Red Sea;0,614;1,259;0,512;2;30;1
Porites rus;Pru;M;Ambient;3;Control;30;Tank_C6;Red Sea;0,528;1,044;0,494;3;30;1
Porites rus;Pru;L;VT;3;Control;30;Tank_C6;Red Sea;0,585;1,242;0,529;1;30;1
Porites rus;Pru;L;VT;3;Control;30;Tank_C6;Red Sea;0,640;1,423;0,550;2;30;1
Porites rus;Pru;L;VT;3;Control;30;Tank_C6;Red Sea;0,547;1,207;0,547;3;30;1
Porites rus;Pru;L;ST;3;Control;30;Tank_C6;Red Sea;0,559;1,294;0,568;1;30;1
Porites rus;Pru;L;ST;3;Control;30;Tank_C6;Red Sea;0,505;1,110;0,545;2;30;1
Porites rus;Pru;L;ST;3;Control;30;Tank_C6;Red Sea;0,524;1,136;0,539;3;30;1
Porites rus;Pru;L;Ambient;3;Control;30;Tank_C6;Red Sea;0,433;1,002;0,568;1;30;1
Porites rus;Pru;L;Ambient;3;Control;30;Tank_C6;Red Sea;0,298;0,659;0,548;2;30;1
Porites rus;Pru;L;Ambient;3;Control;30;Tank_C6;Red Sea;0,355;0,864;0,589;3;30;1
Porites rus;Pru;N;Ambient;3;Control;30;Tank_C6;Red Sea;0,731;1,650;0,557;1;30;1
Porites rus;Pru;N;Ambient;3;Control;30;Tank_C6;Red Sea;0,795;1,798;0,558;2;30;1
Porites rus;Pru;N;Ambient;3;Control;30;Tank_C6;Red Sea;0,920;2,114;0,565;3;30;1
Porites rus;Pru;N;ST;3;Control;30;Tank_C6;Red Sea;0,768;1,908;0,597;1;30;1
Porites rus;Pru;N;ST;3;Control;30;Tank_C6;Red Sea;0,644;1,478;0,564;2;30;1
Porites rus;Pru;N;ST;3;Control;30;Tank_C6;Red Sea;0,632;1,491;0,576;3;30;1
Porites rus;Pru;N;VT;3;Control;30;Tank_C6;Red Sea;0,528;1,153;0,542;1;30;1
Porites rus;Pru;N;VT;3;Control;30;Tank_C6;Red Sea;0,512;1,155;0,557;2;30;1
Porites rus;Pru;N;VT;3;Control;30;Tank_C6;Red Sea;0,274;0,659;0,584;3;30;1
Porites rus;Pru;O;Ambient;3;Control;30;Tank_C6;Red Sea;0,660;1,611;0,590;1;30;1
Porites rus;Pru;O;Ambient;3;Control;30;Tank_C6;Red Sea;0,723;1,843;0,608;2;30;1
Porites rus;Pru;O;Ambient;3;Control;30;Tank_C6;Red Sea;0,528;1,223;0,568;3;30;1
Porites rus;Pru;O;ST;3;Control;30;Tank_C6;Red Sea;0,665;1,475;0,549;1;30;1
Porites rus;Pru;O;ST;3;Control;30;Tank_C6;Red Sea;0,649;1,543;0,579;2;30;1
Porites rus;Pru;O;ST;3;Control;30;Tank_C6;Red Sea;0,763;1,917;0,602;3;30;1
Porites rus;Pru;O;VT;3;Control;30;Tank_C6;Red Sea;0,490;1,050;0,533;1;30;1
Porites rus;Pru;O;VT;3;Control;30;Tank_C6;Red Sea;0,632;1,478;0,572;2;30;1
Porites rus;Pru;O;VT;3;Control;30;Tank_C6;Red Sea;0,630;1,436;0,561;3;30;1
Porites rus;Pru;A;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,464;1,311;0,646;1;30;1
Porites rus;Pru;A;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,667;1,651;0,596;2;30;1
Porites rus;Pru;A;VT;4;Heat;30;Tank_C6;Indo-Pacific;0,620;1,479;0,581;3;30;1
Porites rus;Pru;M;VT;4;Heat;30;Tank_C6;Red Sea;0,780;1,780;0,562;1;30;1
Porites rus;Pru;M;VT;4;Heat;30;Tank_C6;Red Sea;0,671;1,528;0,561;2;30;1
Porites rus;Pru;M;VT;4;Heat;30;Tank_C6;Red Sea;0,869;1,887;0,539;3;30;1
Porites rus;Pru;M;ST;4;Heat;30;Tank_C6;Red Sea;0,908;1,900;0,522;1;30;1
Porites rus;Pru;M;ST;4;Heat;30;Tank_C6;Red Sea;0,936;2,045;0,542;2;30;1
Porites rus;Pru;L;VT;4;Heat;30;Tank_C6;Red Sea;0,622;1,713;0,637;1;30;1
Porites rus;Pru;L;VT;4;Heat;30;Tank_C6;Red Sea;0,642;1,603;0,600;2;30;1
Porites rus;Pru;L;VT;4;Heat;30;Tank_C6;Red Sea;0,650;1,616;0,598;3;30;1
Porites rus;Pru;L;ST;4;Heat;30;Tank_C6;Red Sea;0,590;1,567;0,623;1;30;1
Porites rus;Pru;L;ST;4;Heat;30;Tank_C6;Red Sea;0,531;1,220;0,565;2;30;1
Porites rus;Pru;L;ST;4;Heat;30;Tank_C6;Red Sea;0,472;1,034;0,544;3;30;1
Porites rus;Pru;L;Ambient;4;Heat;30;Tank_C6;Red Sea;0,671;1,655;0,000;1;13;2
Porites rus;Pru;N;VT;4;Heat;30;Tank_C6;Red Sea;0,748;1,957;0,618;1;30;1
Porites rus;Pru;N;VT;4;Heat;30;Tank_C6;Red Sea;0,909;2,364;0,615;2;30;1
Porites rus;Pru;N;VT;4;Heat;30;Tank_C6;Red Sea;0,907;2,241;0,595;3;30;1
Galaxea fascicularis;Gfa;06;Ambient;3;Control;30;Tank_C6;Red Sea;0,414;1,117;0,629;1;30;1
Galaxea fascicularis;Gfa;06;Ambient;3;Control;30;Tank_C6;Red Sea;0,515;1,435;0,641;2;30;1
Galaxea fascicularis;Gfa;06;Ambient;3;Control;30;Tank_C6;Red Sea;0,419;1,176;0,644;3;30;1
Galaxea fascicularis;Gfa;06;ST;3;Control;30;Tank_C6;Red Sea;0,508;1,419;0,642;1;30;1
Galaxea fascicularis;Gfa;06;ST;3;Control;30;Tank_C6;Red Sea;0,458;1,298;0,647;2;30;1
Galaxea fascicularis;Gfa;06;ST;3;Control;30;Tank_C6;Red Sea;0,391;1,006;0,611;3;30;1
Galaxea fascicularis;Gfa;06;VT;3;Control;30;Tank_C6;Red Sea;0,431;1,194;0,639;1;30;1
Galaxea fascicularis;Gfa;06;VT;3;Control;30;Tank_C6;Red Sea;0,436;1,215;0,641;2;30;1
Galaxea fascicularis;Gfa;06;VT;3;Control;30;Tank_C6;Red Sea;0,263;0,696;0,622;3;30;1
Galaxea fascicularis;Gfa;14;Ambient;3;Control;30;Tank_C6;Red Sea;0,586;1,604;0,635;1;30;1
Galaxea fascicularis;Gfa;14;Ambient;3;Control;30;Tank_C6;Red Sea;0,505;1,401;0,640;2;30;1
Galaxea fascicularis;Gfa;14;Ambient;3;Control;30;Tank_C6;Red Sea;0,436;1,188;0,633;3;30;1
Galaxea fascicularis;Gfa;14;ST;3;Control;30;Tank_C6;Red Sea;0,482;1,353;0,644;1;30;1
Galaxea fascicularis;Gfa;14;ST;3;Control;30;Tank_C6;Red Sea;0,382;1,050;0,636;2;30;1
Galaxea fascicularis;Gfa;14;ST;3;Control;30;Tank_C6;Red Sea;0,391;1,027;0,619;3;30;1
Galaxea fascicularis;Gfa;14;VT;3;Control;30;Tank_C6;Red Sea;0,575;1,855;0,690;1;30;1
Galaxea fascicularis;Gfa;14;VT;3;Control;30;Tank_C6;Red Sea;0,659;1,779;0,630;2;30;1
Galaxea fascicularis;Gfa;14;VT;3;Control;30;Tank_C6;Red Sea;0,410;0,994;0,588;3;30;1
Galaxea fascicularis;Gfa;31;Ambient;3;Control;30;Tank_C6;Red Sea;0,549;1,547;0,645;1;30;1
Galaxea fascicularis;Gfa;31;Ambient;3;Control;30;Tank_C6;Red Sea;0,553;1,545;0,642;2;30;1
Galaxea fascicularis;Gfa;31;Ambient;3;Control;30;Tank_C6;Red Sea;0,485;1,326;0,634;3;30;1
Galaxea fascicularis;Gfa;31;ST;3;Control;30;Tank_C6;Red Sea;0,539;1,461;0,631;1;30;1
Galaxea fascicularis;Gfa;31;ST;3;Control;30;Tank_C6;Red Sea;0,438;1,148;0,618;2;30;1
Galaxea fascicularis;Gfa;31;ST;3;Control;30;Tank_C6;Red Sea;0,505;1,382;0,635;3;30;1
Galaxea fascicularis;Gfa;31;VT;3;Control;30;Tank_C6;Red Sea;0,630;1,766;0,643;1;30;1
Galaxea fascicularis;Gfa;31;VT;3;Control;30;Tank_C6;Red Sea;0,526;1,481;0,645;2;30;1
Galaxea fascicularis;Gfa;31;VT;3;Control;30;Tank_C6;Red Sea;0,575;1,577;0,635;3;30;1
Galaxea fascicularis;Gfa;60;Ambient;3;Control;30;Tank_C6;Red Sea;0,844;2,328;0,637;1;30;1
Galaxea fascicularis;Gfa;60;Ambient;3;Control;30;Tank_C6;Red Sea;0,442;1,100;0,598;2;30;1
Galaxea fascicularis;Gfa;60;Ambient;3;Control;30;Tank_C6;Red Sea;0,341;0,864;0,605;3;30;1
Galaxea fascicularis;Gfa;60;ST;3;Control;30;Tank_C6;Red Sea;0,436;1,249;0,651;1;30;1
Galaxea fascicularis;Gfa;60;ST;3;Control;30;Tank_C6;Red Sea;0,498;1,341;0,629;2;30;1
Galaxea fascicularis;Gfa;60;ST;3;Control;30;Tank_C6;Red Sea;0,440;1,212;0,637;3;30;1
Galaxea fascicularis;Gfa;60;VT;3;Control;30;Tank_C6;Red Sea;0,541;1,364;0,603;1;30;1
Galaxea fascicularis;Gfa;60;VT;3;Control;30;Tank_C6;Red Sea;0,514;1,277;0,597;2;30;1
Galaxea fascicularis;Gfa;60;VT;3;Control;30;Tank_C6;Red Sea;0,379;0,963;0,606;3;30;1
Galaxea fascicularis;Gfa;06;ST;4;Heat;30;Tank_C6;Red Sea;0,268;0,703;0,619;1;30;1
Galaxea fascicularis;Gfa;06;ST;4;Heat;30;Tank_C6;Red Sea;0,327;0,832;0,607;2;30;1
Galaxea fascicularis;Gfa;06;ST;4;Heat;30;Tank_C6;Red Sea;0,336;0,803;0,582;3;30;1
Galaxea fascicularis;Gfa;06;VT;4;Heat;30;Tank_C6;Red Sea;0,467;1,135;0,589;1;30;1
Galaxea fascicularis;Gfa;06;VT;4;Heat;30;Tank_C6;Red Sea;0,458;1,172;0,609;2;30;1
Galaxea fascicularis;Gfa;06;VT;4;Heat;30;Tank_C6;Red Sea;0,376;0,906;0,585;3;30;1
Galaxea fascicularis;Gfa;14;Ambient;4;Heat;30;Tank_C6;Red Sea;0,374;0,949;0,606;1;30;1
Galaxea fascicularis;Gfa;14;Ambient;4;Heat;30;Tank_C6;Red Sea;0,278;0,609;0,544;2;30;1
Galaxea fascicularis;Gfa;14;Ambient;4;Heat;30;Tank_C6;Red Sea;0,373;0,917;0,593;3;30;1
Galaxea fascicularis;Gfa;14;ST;4;Heat;30;Tank_C6;Red Sea;0,613;1,538;0,601;1;30;1
Galaxea fascicularis;Gfa;14;ST;4;Heat;30;Tank_C6;Red Sea;0,701;1,745;0,598;2;30;1
Galaxea fascicularis;Gfa;14;ST;4;Heat;30;Tank_C6;Red Sea;0,428;1,047;0,591;3;30;1
Galaxea fascicularis;Gfa;14;VT;4;Heat;30;Tank_C6;Red Sea;0,500;1,138;0,561;1;30;1
Galaxea fascicularis;Gfa;14;VT;4;Heat;30;Tank_C6;Red Sea;0,377;0,887;0,575;2;30;1
Galaxea fascicularis;Gfa;14;VT;4;Heat;30;Tank_C6;Red Sea;0,426;0,833;0,489;3;30;1
Galaxea fascicularis;Gfa;31;ST;4;Heat;30;Tank_C6;Red Sea;0,388;1,092;0,645;1;30;1
Galaxea fascicularis;Gfa;31;ST;4;Heat;30;Tank_C6;Red Sea;0,471;1,213;0,612;2;30;1
Galaxea fascicularis;Gfa;31;ST;4;Heat;30;Tank_C6;Red Sea;0,506;1,305;0,612;3;30;1
Galaxea fascicularis;Gfa;31;VT;4;Heat;30;Tank_C6;Red Sea;0,486;1,231;0,605;1;30;1
Galaxea fascicularis;Gfa;31;VT;4;Heat;30;Tank_C6;Red Sea;0,417;1,106;0,623;2;30;1
Galaxea fascicularis;Gfa;31;VT;4;Heat;30;Tank_C6;Red Sea;0,551;1,407;0,608;3;30;1
Galaxea fascicularis;Gfa;60;Ambient;4;Heat;30;Tank_C6;Red Sea;0,533;1,346;0,604;1;30;1
Galaxea fascicularis;Gfa;60;Ambient;4;Heat;30;Tank_C6;Red Sea;0,373;0,931;0,599;2;30;1
Galaxea fascicularis;Gfa;60;Ambient;4;Heat;30;Tank_C6;Red Sea;0,478;1,227;0,610;3;30;1
Galaxea fascicularis;Gfa;60;ST;4;Heat;30;Tank_C6;Red Sea;0,471;1,184;0,602;1;30;1
Galaxea fascicularis;Gfa;60;ST;4;Heat;30;Tank_C6;Red Sea;0,423;1,071;0,605;2;30;1
Galaxea fascicularis;Gfa;60;ST;4;Heat;30;Tank_C6;Red Sea;0,553;1,471;0,624;3;30;1
Galaxea fascicularis;Gfa;60;VT;4;Heat;30;Tank_C6;Red Sea;0,525;1,286;0,592;1;30;1
Galaxea fascicularis;Gfa;60;VT;4;Heat;30;Tank_C6;Red Sea;0,696;1,795;0,612;2;30;1
Galaxea fascicularis;Gfa;60;VT;4;Heat;30;Tank_C6;Red Sea;0,738;1,885;0,608;3;30;1
Galaxea fascicularis;Gfa;06;Ambient;1;Control;3;Tank_1;Red Sea;0,415;1,179;0,648;1;NA;NA
Galaxea fascicularis;Gfa;06;Ambient;1;Control;3;Tank_1;Red Sea;0,428;1,220;0,649;2;NA;NA
Galaxea fascicularis;Gfa;06;Ambient;1;Control;3;Tank_1;Red Sea;0,428;1,303;0,672;3;NA;NA
Galaxea fascicularis;Gfa;06;ST;1;Control;3;Tank_1;Red Sea;0,412;1,109;0,628;1;NA;NA
Galaxea fascicularis;Gfa;06;ST;1;Control;3;Tank_1;Red Sea;0,354;0,937;0,622;2;NA;NA
Galaxea fascicularis;Gfa;06;ST;1;Control;3;Tank_1;Red Sea;0,321;0,841;0,618;3;NA;NA
Galaxea fascicularis;Gfa;06;VT;1;Control;3;Tank_1;Red Sea;0,535;1,378;0,612;1;NA;NA
Galaxea fascicularis;Gfa;06;VT;1;Control;3;Tank_1;Red Sea;0,443;1,200;0,631;2;NA;NA
Galaxea fascicularis;Gfa;06;VT;1;Control;3;Tank_1;Red Sea;0,484;1,310;0,631;3;NA;NA
Galaxea fascicularis;Gfa;14;Ambient;1;Control;3;Tank_1;Red Sea;0,535;1,359;0,606;1;NA;NA
Galaxea fascicularis;Gfa;14;Ambient;1;Control;3;Tank_1;Red Sea;0,630;1,566;0,598;2;NA;NA
Galaxea fascicularis;Gfa;14;Ambient;1;Control;3;Tank_1;Red Sea;0,527;1,333;0,605;3;NA;NA
Galaxea fascicularis;Gfa;14;ST;1;Control;3;Tank_1;Red Sea;0,496;1,216;0,592;1;NA;NA
Galaxea fascicularis;Gfa;14;ST;1;Control;3;Tank_1;Red Sea;0,451;1,083;0,584;2;NA;NA
Galaxea fascicularis;Gfa;14;ST;1;Control;3;Tank_1;Red Sea;0,494;1,177;0,580;3;NA;NA
Galaxea fascicularis;Gfa;14;VT;1;Control;3;Tank_1;Red Sea;0,697;1,526;0,543;1;NA;NA
Galaxea fascicularis;Gfa;14;VT;1;Control;3;Tank_1;Red Sea;0,564;1,254;0,550;2;NA;NA
Galaxea fascicularis;Gfa;14;VT;1;Control;3;Tank_1;Red Sea;0,714;1,586;0,550;3;NA;NA
Galaxea fascicularis;Gfa;31;Ambient;1;Control;3;Tank_1;Red Sea;0,612;1,557;0,607;1;NA;NA
Galaxea fascicularis;Gfa;31;Ambient;1;Control;3;Tank_1;Red Sea;0,550;1,459;0,623;2;NA;NA
Galaxea fascicularis;Gfa;31;Ambient;1;Control;3;Tank_1;Red Sea;0,629;1,643;0,617;3;NA;NA
Galaxea fascicularis;Gfa;31;ST;1;Control;3;Tank_1;Red Sea;0,564;1,406;0,599;1;NA;NA
Galaxea fascicularis;Gfa;31;ST;1;Control;3;Tank_1;Red Sea;0,375;0,973;0,615;2;NA;NA
Galaxea fascicularis;Gfa;31;ST;1;Control;3;Tank_1;Red Sea;0,588;1,322;0,555;3;NA;NA
Galaxea fascicularis;Gfa;31;VT;1;Control;3;Tank_1;Red Sea;0,571;1,305;0,562;1;NA;NA
Galaxea fascicularis;Gfa;31;VT;1;Control;3;Tank_1;Red Sea;0,450;1,087;0,586;2;NA;NA
Galaxea fascicularis;Gfa;31;VT;1;Control;3;Tank_1;Red Sea;0,633;1,609;0,607;3;NA;NA
Galaxea fascicularis;Gfa;60;Ambient;1;Control;3;Tank_1;Red Sea;0,484;1,265;0,617;1;NA;NA
Galaxea fascicularis;Gfa;60;Ambient;1;Control;3;Tank_1;Red Sea;0,604;1,606;0,624;2;NA;NA
Galaxea fascicularis;Gfa;60;Ambient;1;Control;3;Tank_1;Red Sea;0,430;1,100;0,609;3;NA;NA
Galaxea fascicularis;Gfa;60;ST;1;Control;3;Tank_1;Red Sea;0,463;1,215;0,619;1;NA;NA
Galaxea fascicularis;Gfa;60;ST;1;Control;3;Tank_1;Red Sea;0,449;1,147;0,609;2;NA;NA
Galaxea fascicularis;Gfa;60;ST;1;Control;3;Tank_1;Red Sea;0,474;1,213;0,609;3;NA;NA
Galaxea fascicularis;Gfa;60;VT;1;Control;3;Tank_1;Red Sea;0,514;1,330;0,614;1;NA;NA
Galaxea fascicularis;Gfa;60;VT;1;Control;3;Tank_1;Red Sea;0,478;1,203;0,603;2;NA;NA
Galaxea fascicularis;Gfa;60;VT;1;Control;3;Tank_1;Red Sea;0,610;1,518;0,598;3;NA;NA
Galaxea fascicularis;Gfa;06;Ambient;2;Heat;3;Tank_2;Red Sea;0,099;0,128;0,227;1;NA;NA
Galaxea fascicularis;Gfa;06;Ambient;2;Heat;3;Tank_2;Red Sea;0,143;0,192;0,255;2;NA;NA
Galaxea fascicularis;Gfa;06;Ambient;2;Heat;3;Tank_2;Red Sea;0,147;0,182;0,192;3;NA;NA
Galaxea fascicularis;Gfa;06;ST;2;Heat;3;Tank_2;Red Sea;0,341;0,861;0,604;1;NA;NA
Galaxea fascicularis;Gfa;06;ST;2;Heat;3;Tank_2;Red Sea;0,389;1,028;0,622;2;NA;NA
Galaxea fascicularis;Gfa;06;ST;2;Heat;3;Tank_2;Red Sea;0,542;1,251;0,567;3;NA;NA
Galaxea fascicularis;Gfa;06;VT;2;Heat;3;Tank_2;Red Sea;0,348;0,889;0,609;1;NA;NA
Galaxea fascicularis;Gfa;06;VT;2;Heat;3;Tank_2;Red Sea;0,369;0,962;0,616;2;NA;NA
Galaxea fascicularis;Gfa;06;VT;2;Heat;3;Tank_2;Red Sea;0,306;0,755;0,595;3;NA;NA
Galaxea fascicularis;Gfa;14;Ambient;2;Heat;3;Tank_2;Red Sea;0,434;1,065;0,592;1;NA;NA
Galaxea fascicularis;Gfa;14;Ambient;2;Heat;3;Tank_2;Red Sea;0,502;0,877;0,428;2;NA;NA
Galaxea fascicularis;Gfa;14;Ambient;2;Heat;3;Tank_2;Red Sea;0,356;0,768;0,536;3;NA;NA
Galaxea fascicularis;Gfa;14;ST;2;Heat;3;Tank_2;Red Sea;0,490;1,135;0,568;1;NA;NA
Galaxea fascicularis;Gfa;14;ST;2;Heat;3;Tank_2;Red Sea;0,464;1,088;0,574;2;NA;NA
Galaxea fascicularis;Gfa;14;ST;2;Heat;3;Tank_2;Red Sea;0,622;1,303;0,523;3;NA;NA
Galaxea fascicularis;Gfa;14;VT;2;Heat;3;Tank_2;Red Sea;0,672;1,472;0,543;1;NA;NA
Galaxea fascicularis;Gfa;14;VT;2;Heat;3;Tank_2;Red Sea;0,592;1,363;0,566;2;NA;NA
Galaxea fascicularis;Gfa;14;VT;2;Heat;3;Tank_2;Red Sea;0,560;1,348;0,585;3;NA;NA
Galaxea fascicularis;Gfa;31;Ambient;2;Heat;3;Tank_2;Red Sea;0,213;0,541;0,606;1;NA;NA
Galaxea fascicularis;Gfa;31;Ambient;2;Heat;3;Tank_2;Red Sea;0,514;0,761;0,325;2;NA;NA
Galaxea fascicularis;Gfa;31;Ambient;2;Heat;3;Tank_2;Red Sea;0,290;0,649;0,553;3;NA;NA
Galaxea fascicularis;Gfa;31;ST;2;Heat;3;Tank_2;Red Sea;0,355;0,927;0,617;1;NA;NA
Galaxea fascicularis;Gfa;31;ST;2;Heat;3;Tank_2;Red Sea;0,365;0,918;0,602;2;NA;NA
Galaxea fascicularis;Gfa;31;ST;2;Heat;3;Tank_2;Red Sea;0,413;1,068;0,613;3;NA;NA
Galaxea fascicularis;Gfa;31;VT;2;Heat;3;Tank_2;Red Sea;0,580;1,521;0,619;1;NA;NA
Galaxea fascicularis;Gfa;31;VT;2;Heat;3;Tank_2;Red Sea;0,625;1,675;0,627;2;NA;NA
Galaxea fascicularis;Gfa;31;VT;2;Heat;3;Tank_2;Red Sea;0,585;1,566;0,626;3;NA;NA
Galaxea fascicularis;Gfa;60;Ambient;2;Heat;3;Tank_2;Red Sea;0,437;1,101;0,603;1;NA;NA
Galaxea fascicularis;Gfa;60;Ambient;2;Heat;3;Tank_2;Red Sea;0,627;1,084;0,422;2;NA;NA
Galaxea fascicularis;Gfa;60;Ambient;2;Heat;3;Tank_2;Red Sea;0,336;0,836;0,598;3;NA;NA
Galaxea fascicularis;Gfa;60;ST;2;Heat;3;Tank_2;Red Sea;0,639;1,683;0,620;1;NA;NA
Galaxea fascicularis;Gfa;60;ST;2;Heat;3;Tank_2;Red Sea;0,662;1,704;0,612;2;NA;NA
Galaxea fascicularis;Gfa;60;ST;2;Heat;3;Tank_2;Red Sea;0,545;1,402;0,611;3;NA;NA
Galaxea fascicularis;Gfa;60;VT;2;Heat;3;Tank_2;Red Sea;0,697;1,843;0,622;1;NA;NA
Galaxea fascicularis;Gfa;60;VT;2;Heat;3;Tank_2;Red Sea;0,741;1,982;0,626;2;NA;NA
